source_id,destination_id,frequency,source_city,source_state,source_country,source_lat,source_long,dest_city,dest_state,dest_country,dest_lat,dest_long
bc387142-cb8f-11eb-9615-121df0c29c1e,0207b642-cb8f-11eb-9615-121df0c29c1e,1,Saint Andeol le Chateau,NA,FR,47.4944,-1.402,Saint And̩ol le Ch̢teau,NA,FR,43.2827,1.14232
ffd593c0-cb8e-11eb-9615-121df0c29c1e,02681c6f-cb90-11eb-9615-121df0c29c1e,1,Lule{dot over (a)},NA,SE,66.0883,14.8378,Saltsj-Duvns,NA,SE,NA,NA
3e33b62e-cb8e-11eb-9615-121df0c29c1e,02c85e6e-cb8f-11eb-9615-121df0c29c1e,1,Soeborg,NA,DK,NA,NA,Solborg,NA,DK,NA,NA
4df4ebc7-cb8f-11eb-9615-121df0c29c1e,02e30598-cb90-11eb-9615-121df0c29c1e,1,Seyring,NA,AT,48.3321,16.485,Seying,NA,AT,NA,NA
fb7d135a-cb8f-11eb-9615-121df0c29c1e,04811191-cb8f-11eb-9615-121df0c29c1e,1,Haifa,NA,IL,32.8003,35.0085,Kibbutz Nasholim,NA,IL,NA,NA
9e5df4a3-cb8f-11eb-9615-121df0c29c1e,04b2a0da-cb91-11eb-9615-121df0c29c1e,1,Far Hills,NJ,US,40.6977,-74.6305,Soldotra,NA,AL,NA,NA
fc57db5d-cb8e-11eb-9615-121df0c29c1e,0508880f-cb8f-11eb-9615-121df0c29c1e,1,Princeton,NJ,US,40.3493,-74.6593,Pennigton,NJ,US,NA,NA
a1cdecca-cb8e-11eb-9615-121df0c29c1e,05348b31-cb8f-11eb-9615-121df0c29c1e,1,Germantown,MD,US,39.1759,-77.2603,Gernmantown,MD,US,NA,NA
47a6f0c7-cb8e-11eb-9615-121df0c29c1e,057926ea-cb8f-11eb-9615-121df0c29c1e,1,Wuelfrath,NA,DE,NA,NA,Wlfrath,NA,DE,NA,NA
fba1530f-cb8e-11eb-9615-121df0c29c1e,05d868ae-cb90-11eb-9615-121df0c29c1e,1,Kansas City,KS,US,39.124,-94.7563,KC,KS,US,38.6598,-94.8326
729871f8-cb8e-11eb-9615-121df0c29c1e,078f7a20-cb8f-11eb-9615-121df0c29c1e,1,Glastonbury,CT,US,41.7123,-72.6081,Glastonbruy,CT,US,NA,NA
93454241-cb90-11eb-9615-121df0c29c1e,08182035-cb90-11eb-9615-121df0c29c1e,1,Deuil la Barre,NA,FR,48.9704,2.32312,Deuill la Barre,NA,FR,47.643,-1.4869
a4c08559-cb90-11eb-9615-121df0c29c1e,084550d0-cb8f-11eb-9615-121df0c29c1e,1,Branford,CT,US,41.2795,-72.8151,Brandord,CT,US,NA,NA
